year,rank,title,artist,title_clean,artist_clean,primary_artist,spotify_id,spotify_title,spotify_artist,spotify_album,album_type,release_date,release_date_precision,popularity,explicit,duration_ms,disc_number,track_number,isrc,spotify_url,preview_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,audio_features_available
2022,92,"""Never Say Never""",Cole Swindell and Lainey Wilson,never say never,cole swindell and lainey wilson,cole swindell and lainey wilson,3iYEsBl8NBq1o1j5uY2Noe,Never Say Never (with Lainey Wilson),"Cole Swindell, Lainey Wilson",Stereotype,album,2022-04-08,day,62,False,176146,1,3,USWB12104649,https://open.spotify.com/track/3iYEsBl8NBq1o1j5uY2Noe,,,,,,,,,,,,,,False
2022,93,"""Damn Strait""",Scotty McCreery,damn strait,scotty mccreery,scotty mccreery,3wkksE2bFXlkBjjmBvg3TJ,Damn Strait,Scotty McCreery,Same Truck (Deluxe),album,2022-11-18,day,21,False,230226,1,4,USQX92102783,https://open.spotify.com/track/3wkksE2bFXlkBjjmBvg3TJ,,,,,,,,,,,,,,False
2022,94,"""She's All I Wanna Be""",Tate McRae,she's all i wanna be,tate mcrae,tate mcrae,7l9IqDtVWJurTvkQHq1BGh,she's all i wanna be,Tate McRae,i used to think i could fly,album,2022-05-27,day,80,False,207123,1,8,USRC12103120,https://open.spotify.com/track/7l9IqDtVWJurTvkQHq1BGh,,,,,,,,,,,,,,False
2022,95,"""Last Night Lonely""",Jon Pardi,last night lonely,jon pardi,jon pardi,0k11c8vwyeNSGQex6UMa1v,Last Night Lonely,Jon Pardi,Mr. Saturday Night,album,2022-09-02,day,71,False,182161,1,3,USUM72200664,https://open.spotify.com/track/0k11c8vwyeNSGQex6UMa1v,,,,,,,,,,,,,,False
2022,97,"""To the Moon""",Jnr Choi and Sam Tompkins,to the moon,jnr choi and sam tompkins,jnr choi and sam tompkins,5vUnjhBzRJJIAOJPde6zDx,TO THE MOON,"JNR CHOI, Sam Tompkins",TO THE MOON,single,2021-11-06,day,65,True,152137,1,1,QZNWW2131527,https://open.spotify.com/track/5vUnjhBzRJJIAOJPde6zDx,,,,,,,,,,,,,,False
2022,98,"""Unholy""",Sam Smith and Kim Petras,unholy,sam smith and kim petras,sam smith and kim petras,3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),single,2022-09-22,day,78,False,156943,1,1,GBUM72205415,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,,,,,,,,,,,,,,False
2022,99,"""One Mississippi""",Kane Brown,one mississippi,kane brown,kane brown,5ekA7j4MPQa3NZbZQSpRfF,One Mississippi,Kane Brown,Different Man,album,2022-09-09,day,54,False,214293,1,10,USRN12100053,https://open.spotify.com/track/5ekA7j4MPQa3NZbZQSpRfF,,,,,,,,,,,,,,False
2022,100,"""Circles Around This Town""",Maren Morris,circles around this town,maren morris,maren morris,13G5xv1wUKvJYbK0wYmioN,Circles Around This Town,Maren Morris,Circles Around This Town,single,2022-01-07,day,45,False,195763,1,1,USG4X2100006,https://open.spotify.com/track/13G5xv1wUKvJYbK0wYmioN,,,,,,,,,,,,,,False
2023,1,"""Last Night""",Morgan Wallen,last night,morgan wallen,morgan wallen,583dMdiUquLMenarTp7PQm,Last Night,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,86,True,163854,1,2,USUG12300802,https://open.spotify.com/track/583dMdiUquLMenarTp7PQm,,,,,,,,,,,,,,False
2023,2,"""Flowers""",Miley Cyrus,flowers,miley cyrus,miley cyrus,7DSAEUvxU8FajXtRloy8M0,Flowers,Miley Cyrus,Endless Summer Vacation,album,2023-08-18,day,88,False,200600,1,1,USSM12209777,https://open.spotify.com/track/7DSAEUvxU8FajXtRloy8M0,,,,,,,,,,,,,,False
2023,3,"""Kill Bill""",SZA,kill bill,sza,sza,2ty6DmPnxVPpEFuB23XM0x,Kill Bill - Sped Up Version,SZA,Kill Bill,single,2023-01-13,day,57,False,137528,1,2,USRC12300010,https://open.spotify.com/track/2ty6DmPnxVPpEFuB23XM0x,,,,,,,,,,,,,,False
2023,4,"""Anti-Hero""",Taylor Swift,anti-hero,taylor swift,taylor swift,5qIHFdkW6phMsTZlN2g8Lc,Anti-Hero,Taylor Swift,Midnights (The Til Dawn Edition),album,2023-05-26,day,64,False,200690,1,3,USUG12205736,https://open.spotify.com/track/5qIHFdkW6phMsTZlN2g8Lc,,,,,,,,,,,,,,False
2023,5,"""Creepin'""","Metro Boomin, the Weeknd and 21 Savage",creepin',"metro boomin, the weeknd and 21 savage","metro boomin, the weeknd and 21 savage",2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),"Metro Boomin, The Weeknd, 21 Savage",HEROES & VILLAINS,album,2022-12-02,day,83,True,221520,1,10,USUG12208791,https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO,,,,,,,,,,,,,,False
2023,6,"""Calm Down""",Rema and Selena Gomez,calm down,rema and selena gomez,rema and selena gomez,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"Rema, Selena Gomez",Calm Down (with Selena Gomez),single,2022-08-25,day,82,False,239317,1,1,NGA3B2214021,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,,,,,,,,,,,,,,False
2023,7,"""Die for You""",The Weeknd and Ariana Grande,die for you,the weeknd and ariana grande,the weeknd and ariana grande,4W4fNrZYkobj539TOWsLO2,Die For You (with Ariana Grande) - Remix,"The Weeknd, Ariana Grande",Starboy (Deluxe),album,2023-03-14,day,76,False,232857,1,19,USUG12301287,https://open.spotify.com/track/4W4fNrZYkobj539TOWsLO2,,,,,,,,,,,,,,False
2023,8,"""Fast Car""",Luke Combs,fast car,luke combs,luke combs,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,Gettin' Old,album,2023-03-24,day,84,False,265284,1,14,US6XF2200436,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT,,,,,,,,,,,,,,False
2023,9,"""Snooze""",SZA,snooze,sza,sza,24yrJJkmVUMkJHvCaR85BN,Snooze,SZA,Snooze,single,2023-08-25,day,46,True,201800,1,1,USRC12204591,https://open.spotify.com/track/24yrJJkmVUMkJHvCaR85BN,,,,,,,,,,,,,,False
2023,10,"""I'm Good (Blue)""",David Guetta and Bebe Rexha,i'm good (blue),david guetta and bebe rexha,david guetta and bebe rexha,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),"David Guetta, Bebe Rexha",I'm Good (Blue),single,2022-08-26,day,87,True,175238,1,1,UKWLG2200055,https://open.spotify.com/track/4uUG5RXrOk84mYEfFvj3cK,,,,,,,,,,,,,,False
2023,11,"""Unholy""",Sam Smith and Kim Petras,unholy,sam smith and kim petras,sam smith and kim petras,3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",Unholy (feat. Kim Petras),single,2022-09-22,day,78,False,156943,1,1,GBUM72205415,https://open.spotify.com/track/3nqQXoyQOWXiESFLlDF1hG,,,,,,,,,,,,,,False
2023,12,"""You Proof""",Morgan Wallen,you proof,morgan wallen,morgan wallen,57a4iloBWqan5rtqPJBoVY,You Proof,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,78,False,157477,1,16,USUG12203266,https://open.spotify.com/track/57a4iloBWqan5rtqPJBoVY,,,,,,,,,,,,,,False
2023,13,"""Something in the Orange""",Zach Bryan,something in the orange,zach bryan,zach bryan,3EfgRk07CK4uJqLZsWflnX,Something in the Orange,Zach Bryan,Dinner & Wine Summer 2023 Edition,compilation,2023-07-07,day,22,False,228013,1,26,USWB12201213,https://open.spotify.com/track/3EfgRk07CK4uJqLZsWflnX,,,,,,,,,,,,,,False
2023,14,"""Rich Flex""",Drake and 21 Savage,rich flex,drake and 21 savage,drake and 21 savage,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,"Drake, 21 Savage",Her Loss,album,2022-11-04,day,77,True,239359,1,1,USUG12208598,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N,,,,,,,,,,,,,,False
2023,15,"""As It Was""",Harry Styles,as it was,harry styles,harry styles,7LsWmW50EftIlYkYF6nA0o,As It Was - Harry Styles - Calm Piano Cover,Harry Styles Piano Cover,Harry Styles - As It Was - Piano Cover,single,2023-03-29,day,5,False,208061,1,1,SE5XG2330901,https://open.spotify.com/track/7LsWmW50EftIlYkYF6nA0o,,,,,,,,,,,,,,False
2023,16,"""Rock and a Hard Place""",Bailey Zimmerman,rock and a hard place,bailey zimmerman,bailey zimmerman,1TE8AAk9koG0UJco6ZAUfx,Rock and A Hard Place,Bailey Zimmerman,Religiously. The Album.,album,2023-01-11,day,80,False,207540,1,9,USWB12201797,https://open.spotify.com/track/1TE8AAk9koG0UJco6ZAUfx,,,,,,,,,,,,,,False
2023,17,"""Under the Influence""",Chris Brown,under the influence,chris brown,chris brown,6drF1wmHhOoWEksOcMz9m2,Under The Influence,Chris Brown,Internacionais Mais Tocadas 2023,compilation,2023-06-12,day,23,True,184613,1,2,USRC11902743,https://open.spotify.com/track/6drF1wmHhOoWEksOcMz9m2,,,,,,,,,,,,,,False
2023,18,"""Cruel Summer""",Taylor Swift,cruel summer,taylor swift,taylor swift,6ClYMObS7f3Nn4AiZHYQt3,Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,The Cruelest Summer,single,2023-10-19,day,56,False,229566,1,1,USUG12305720,https://open.spotify.com/track/6ClYMObS7f3Nn4AiZHYQt3,,,,,,,,,,,,,,False
2023,19,"""Thinkin' Bout Me""",Morgan Wallen,thinkin' bout me,morgan wallen,morgan wallen,4Sb8neYCkT7lyMIo2kOOEC,Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,83,False,177387,1,25,USUG12300821,https://open.spotify.com/track/4Sb8neYCkT7lyMIo2kOOEC,,,,,,,,,,,,,,False
2023,20,"""Boy's a Liar Pt. 2""",PinkPantheress and Ice Spice,boy's a liar pt. 2,pinkpantheress and ice spice,pinkpantheress and ice spice,5CCr8msaN3MhgqBoa9yWhH,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",Heaven knows,album,2023-11-10,day,77,True,131013,1,13,GBAYE2300015,https://open.spotify.com/track/5CCr8msaN3MhgqBoa9yWhH,,,,,,,,,,,,,,False
2023,21,"""Favorite Song""",Toosii,favorite song,toosii,toosii,5Bvhk3wx42kkDEggSQIwqL,Favorite Song,Toosii,NAUJOUR,album,2023-06-02,day,69,False,204000,1,16,USUM72301797,https://open.spotify.com/track/5Bvhk3wx42kkDEggSQIwqL,,,,,,,,,,,,,,False
2023,22,"""Thought You Should Know""",Morgan Wallen,thought you should know,morgan wallen,morgan wallen,4Fm1GxOXJEiJQ3z6LCQbSP,Thought You Should Know,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,78,True,215571,1,17,USUG12202977,https://open.spotify.com/track/4Fm1GxOXJEiJQ3z6LCQbSP,,,,,,,,,,,,,,False
2023,23,"""Thank God""",Kane Brown and Katelyn Brown,thank god,kane brown and katelyn brown,kane brown and katelyn brown,1brnLTvarI9D1hLP6z2Ar8,Thank God,"Kane Brown, Katelyn Brown",Different Man,album,2022-09-09,day,71,False,174560,1,7,USRN12200041,https://open.spotify.com/track/1brnLTvarI9D1hLP6z2Ar8,,,,,,,,,,,,,,False
2023,24,"""Sure Thing""",Miguel,sure thing,miguel,miguel,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,Miguel,Sure Thing (Sped Up),single,2023-01-27,day,64,False,150053,1,2,USJI12300001,https://open.spotify.com/track/559SdaPI7mqy9IQiscuaMj,,,,,,,,,,,,,,False
2023,25,"""All My Life""",Lil Durk featuring J. Cole,all my life,lil durk featuring j. cole,lil durk,6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),"Lil Durk, J. Cole",All My Life (feat. J. Cole),single,2023-05-12,day,72,True,223878,1,1,USQX92302957,https://open.spotify.com/track/6HgWWaMu31KdOpEG5l28BG,,,,,,,,,,,,,,False
2023,26,"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,ella baila sola,eslabon armado and peso pluma,eslabon armado and peso pluma,3dnP0JxCgygwQH9Gm7q7nb,Ella Baila Sola,"Eslabon Armado, Peso Pluma",Ella Baila Sola,single,2023-03-16,day,79,False,165671,1,1,USE7D2300007,https://open.spotify.com/track/3dnP0JxCgygwQH9Gm7q7nb,,,,,,,,,,,,,,False
2023,28,"""Just Wanna Rock""",Lil Uzi Vert,just wanna rock,lil uzi vert,lil uzi vert,4Ls53fBNVfaXTROBi6X8Hw,Just Wanna Rock,Lil Uzi Vert,Pink Tape,album,2023-06-30,day,75,True,123890,1,15,USAT22219211,https://open.spotify.com/track/4Ls53fBNVfaXTROBi6X8Hw,,,,,,,,,,,,,,False
2023,29,"""Cuff It""",Beyoncé,cuff it,beyoncé,beyoncé,7eQpbVg3tjHmtdOlAHxaTr,CUFF IT - WETTER REMIX,Beyoncé,CUFF IT,single,2023-02-08,day,57,True,249406,1,1,USSM12300434,https://open.spotify.com/track/7eQpbVg3tjHmtdOlAHxaTr,,,,,,,,,,,,,,False
2023,30,"""Vampire""",Olivia Rodrigo,vampire,olivia rodrigo,olivia rodrigo,1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,GUTS,album,2023-09-08,day,86,True,219724,1,3,USUG12304091,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS,,,,,,,,,,,,,,False
2023,31,"""FukUMean""",Gunna,fukumean,gunna,gunna,4rXLjWdF2ZZpXCVTfWcshS,fukumean,Gunna,a Gift & a Curse,album,2023-06-16,day,81,True,125040,1,6,USAT22306575,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,,,,,,,,,,,,,,False
2023,32,"""Lavender Haze""",Taylor Swift,lavender haze,taylor swift,taylor swift,24emu3sabKISjRkrys28jq,Lavender Haze,Taylor Swift,Midnights (The Til Dawn Edition),album,2023-05-26,day,64,True,202395,1,1,USUG12205734,https://open.spotify.com/track/24emu3sabKISjRkrys28jq,,,,,,,,,,,,,,False
2023,33,"""Players""",Coi Leray,players,coi leray,coi leray,755xVrgyHyUpl9EP5e4ICf,Players,Coi Leray,COI,album,2023-06-23,day,65,True,138760,1,4,USUM72222387,https://open.spotify.com/track/755xVrgyHyUpl9EP5e4ICf,,,,,,,,,,,,,,False
2023,34,"""Need a Favor""",Jelly Roll,need a favor,jelly roll,jelly roll,07on0OB2cdPt79IFsgdRUy,Need A Favor,Jelly Roll,Whitsitt Chapel,album,2023-06-02,day,75,False,197400,1,11,QMRSZ2203220,https://open.spotify.com/track/07on0OB2cdPt79IFsgdRUy,,,,,,,,,,,,,,False
2023,35,"""Dance the Night""",Dua Lipa,dance the night,dua lipa,dua lipa,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),single,2023-05-25,day,82,False,176579,1,1,USAT22305457,https://open.spotify.com/track/1vYXt7VSjH9JIM5oRRo7vA,,,,,,,,,,,,,,False
2023,36,"""Love You Anyway""",Luke Combs,love you anyway,luke combs,luke combs,2kYevr8cbIAH2ha8210Bnz,Love You Anyway,Luke Combs,Gettin' Old,album,2023-03-24,day,73,False,229424,1,12,US6XF2100158,https://open.spotify.com/track/2kYevr8cbIAH2ha8210Bnz,,,,,,,,,,,,,,False
2023,37,"""One Thing at a Time""",Morgan Wallen,one thing at a time,morgan wallen,morgan wallen,5vYtElD9hKn73Kh4YcnNFN,One Thing At A Time,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,72,False,206864,1,6,USUG12209213,https://open.spotify.com/track/5vYtElD9hKn73Kh4YcnNFN,,,,,,,,,,,,,,False
2023,38,"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown",superhero (heroes & villains),"metro boomin, future and chris brown","metro boomin, future and chris brown",0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",HEROES & VILLAINS,album,2022-12-02,day,81,True,182666,1,2,USUG12208783,https://open.spotify.com/track/0vjeOZ3Ft5jvAi9SBFJm1j,,,,,,,,,,,,,,False
2023,39,"""Bad Habit""",Steve Lacy,bad habit,steve lacy,steve lacy,4QxPGu7Mn8BieWpsmXnz22,Bad Habit,Steve Lacy,TikTok Internacionais 2024,compilation,2023-12-08,day,3,True,232426,1,16,USRC12201440,https://open.spotify.com/track/4QxPGu7Mn8BieWpsmXnz22,,,,,,,,,,,,,,False
2023,40,"""La Bebé""",Yng Lvcas and Peso Pluma,la bebé,yng lvcas and peso pluma,yng lvcas and peso pluma,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,"Yng Lvcas, Peso Pluma",La Bebe (Remix),single,2023-03-17,day,81,True,234352,1,1,MXF152300159,https://open.spotify.com/track/2UW7JaomAMuX9pZrjVpHAU,,,,,,,,,,,,,,False
2023,41,"""Golden Hour""",Jvke,golden hour,jvke,jvke,4JBeqXhNnqpleC0L3FrTsl,golden hour - Orchestral Version,JVKE,Bose x NME: C23,compilation,2023-03-15,day,48,False,211223,1,10,QZVEM2307763,https://open.spotify.com/track/4JBeqXhNnqpleC0L3FrTsl,,,,,,,,,,,,,,False
2023,42,"""Religiously""",Bailey Zimmerman,religiously,bailey zimmerman,bailey zimmerman,0bILU0UiNDmA5Ff6whhb2R,Religiously,Bailey Zimmerman,Religiously. The Album.,album,2023-01-11,day,77,False,178723,1,1,USWB12300537,https://open.spotify.com/track/0bILU0UiNDmA5Ff6whhb2R,,,,,,,,,,,,,,False
2023,43,"""Spin Bout U""",Drake and 21 Savage,spin bout u,drake and 21 savage,drake and 21 savage,4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,"Drake, 21 Savage",Sneakin’,single,2016-10-24,day,63,True,251333,1,1,USCM51600337,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,,,,,,,,,,,,,,False
2023,44,"""Cupid""",Fifty Fifty,cupid,fifty fifty,fifty fifty,53DDMPqgMWNrEeE3NjThKE,Cupid - Twin Version,FIFTY FIFTY,The Beginning,album,2023-09-22,day,76,False,173461,1,1,KSA012239181,https://open.spotify.com/track/53DDMPqgMWNrEeE3NjThKE,,,,,,,,,,,,,,False
2023,45,"""Search & Rescue""",Drake,search & rescue,drake,drake,7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,Search & Rescue,single,2023-04-07,day,76,True,272112,1,1,USUG12301601,https://open.spotify.com/track/7aRCf5cLOFN1U7kvtChY1G,,,,,,,,,,,,,,False
2023,46,"""Barbie World""",Nicki Minaj and Ice Spice with Aqua,barbie world,nicki minaj and ice spice with aqua,nicki minaj and ice spice,741UUVE2kuITl0c6zuqqbO,Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Ice Spice, Aqua",Barbie World (with Aqua) [From Barbie The Album],single,2023-06-23,day,70,True,109750,1,1,USAT22306213,https://open.spotify.com/track/741UUVE2kuITl0c6zuqqbO,,,,,,,,,,,,,,False
2023,47,"""Next Thing You Know""",Jordan Davis,next thing you know,jordan davis,jordan davis,39OclE5hZematADrdfaWvE,Next Thing You Know,Jordan Davis,Bluebird Days,album,2023-02-17,day,76,False,175226,1,8,USUM72213874,https://open.spotify.com/track/39OclE5hZematADrdfaWvE,,,,,,,,,,,,,,False
2023,48,"""Escapism""",Raye featuring 070 Shake,escapism,raye featuring 070 shake,raye,5mHdCZtVyb4DcJw8799hZp,Escapism.,"RAYE, 070 Shake",My 21st Century Blues,album,2023-02-03,day,84,True,272373,1,5,QMDA62217995,https://open.spotify.com/track/5mHdCZtVyb4DcJw8799hZp,,,,,,,,,,,,,,False
2023,49,"""Un x100to""",Grupo Frontera and Bad Bunny,un x100to,grupo frontera and bad bunny,grupo frontera and bad bunny,6pD0ufEQq0xdHSsRbg9LBK,un x100to,"Grupo Frontera, Bad Bunny",un x100to,single,2023-04-17,day,81,False,194563,1,1,QM6N22311285,https://open.spotify.com/track/6pD0ufEQq0xdHSsRbg9LBK,,,,,,,,,,,,,,False
2023,50,"""Until I Found You""",Stephen Sanchez,until i found you,stephen sanchez,stephen sanchez,6BVhs1zBRVJFE87FLRQX0h,Until I Found You,Stephen Sanchez,Angel Face,album,2023-09-22,day,42,False,177720,1,6,USUG12103651,https://open.spotify.com/track/6BVhs1zBRVJFE87FLRQX0h,,,,,,,,,,,,,,False
2023,51,"""Shirt""",SZA,shirt,sza,sza,2wSTnntOPRi7aQneobFtU4,Shirt,SZA,SOS,album,2022-12-09,day,70,True,181840,1,19,USRC12203632,https://open.spotify.com/track/2wSTnntOPRi7aQneobFtU4,,,,,,,,,,,,,,False
2023,52,"""Paint the Town Red""",Doja Cat,paint the town red,doja cat,doja cat,2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Paint The Town Red,single,2023-08-04,day,79,True,231750,1,1,USRC12300907,https://open.spotify.com/track/2IGMVunIBsBLtEQyoI1Mu7,,,,,,,,,,,,,,False
2023,53,"""Made You Look""",Meghan Trainor,made you look,meghan trainor,meghan trainor,0xQudiMRqpzDGnpmtIIDO8,Made You Look,Meghan Trainor,Takin' It Back (Deluxe),album,2023-03-10,day,34,False,134256,1,3,USSM12204574,https://open.spotify.com/track/0xQudiMRqpzDGnpmtIIDO8,,,,,,,,,,,,,,False
2023,55,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey,4BnVFozUbo5Kb1oj49DhTj,All I Want for Christmas Is You,Mariah Carey,Kerst Hits (Christmas Songs),compilation,2023-11-24,day,11,False,239653,1,3,USSM19400325,https://open.spotify.com/track/4BnVFozUbo5Kb1oj49DhTj,,,,,,,,,,,,,,False
2023,56,"""Everything I Love""",Morgan Wallen,everything i love,morgan wallen,morgan wallen,6k7vV1OGewIoqEmUg3L7Am,Everything I Love,Morgan Wallen,One Thing At A Time,album,2023-03-03,day,73,False,187047,1,3,USUG12300803,https://open.spotify.com/track/6k7vV1OGewIoqEmUg3L7Am,,,,,,,,,,,,,,False
2023,57,"""Chemical""",Post Malone,chemical,post malone,post malone,5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,Chemical,single,2023-04-14,day,76,True,184013,1,1,USUM72305205,https://open.spotify.com/track/5w40ZYhbBMAlHYNDaVJIUu,,,,,,,,,,,,,,False
2023,58,"""Heart Like a Truck""",Lainey Wilson,heart like a truck,lainey wilson,lainey wilson,6jPsaAYGED2GBL6DXdkZHW,Heart Like A Truck,"Alissa Wilson, Jess Lainey",Heart Like A Truck,single,2023-07-05,day,3,False,193186,1,1,IEWGI2387724,https://open.spotify.com/track/6jPsaAYGED2GBL6DXdkZHW,,,,,,,,,,,,,,False
2023,59,"""Going, Going, Gone""",Luke Combs,"going, going, gone",luke combs,luke combs,67AdiJcurlf6gocGobfaXs,"Going, Going, Gone",Luke Combs,Growin' Up,album,2022-06-24,day,74,False,177244,1,12,US6XF2100240,https://open.spotify.com/track/67AdiJcurlf6gocGobfaXs,,,,,,,,,,,,,,False
2023,60,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee,7uwxlZu8ZWRFPNzbsPnNyZ,Rockin' Around The Christmas Tree,Brenda Lee,A Rockin’ Christmas With Brenda Lee,single,2023-11-03,day,17,False,123453,1,1,USMC15848998,https://open.spotify.com/track/7uwxlZu8ZWRFPNzbsPnNyZ,,,,,,,,,,,,,,False
2023,61,"""Dancin' in the Country""",Tyler Hubbard,dancin' in the country,tyler hubbard,tyler hubbard,2KtGiBi5CrX2ERPD2PAS34,Dancin’ In The Country,Tyler Hubbard,Tyler Hubbard,album,2023-01-27,day,72,False,179640,1,1,USUM72206481,https://open.spotify.com/track/2KtGiBi5CrX2ERPD2PAS34,,,,,,,,,,,,,,False
2023,62,"""Daylight""",David Kushner,daylight,david kushner,david kushner,4Gg1tYCl7rWR4laKbdtPA4,Daylight,David Kushner,Daylight,single,2023-04-14,day,74,False,212953,1,1,QZXDB2300005,https://open.spotify.com/track/4Gg1tYCl7rWR4laKbdtPA4,,,,,,,,,,,,,,False
2023,63,"""Lift Me Up""",Rihanna,lift me up,rihanna,rihanna,35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),single,2022-10-28,day,73,False,196519,1,1,QMJMT2204481,https://open.spotify.com/track/35ovElsgyAtQwYPYnZJECg,,,,,,,,,,,,,,False
2023,64,"""Eyes Closed""",Ed Sheeran,eyes closed,ed sheeran,ed sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,Ed Sheeran,- (Deluxe),album,2023-05-05,day,74,False,194848,1,3,GBAHS2201304,https://open.spotify.com/track/3p7XQpdt8Dr6oMXSvRZ9bg,,,,,,,,,,,,,,False
2023,65,"""TQG""",Karol G and Shakira,tqg,karol g and shakira,karol g and shakira,0DWdj2oZMBFSzRsi2Cvfzf,TQG,"KAROL G, Shakira",MAÑANA SERÁ BONITO,album,2023-02-24,day,83,True,197933,1,6,USUM72222541,https://open.spotify.com/track/0DWdj2oZMBFSzRsi2Cvfzf,,,,,,,,,,,,,,False
2023,66,"""Try That in a Small Town""",Jason Aldean,try that in a small town,jason aldean,jason aldean,5BqI4ugJL5WaPRQ6MlC8Ho,Try That In A Small Town,Jason Aldean,Highway Desperado,album,2023-11-03,day,68,True,181600,1,5,QMRSZ2300454,https://open.spotify.com/track/5BqI4ugJL5WaPRQ6MlC8Ho,,,,,,,,,,,,,,False
2023,67,"""Tennessee Orange""",Megan Moroney,tennessee orange,megan moroney,megan moroney,6DLbBlGIOjjEj0dNN25zhZ,Tennessee Orange,Megan Moroney,Lucky,album,2023-05-05,day,79,False,223119,1,3,TCAGJ2289254,https://open.spotify.com/track/6DLbBlGIOjjEj0dNN25zhZ,,,,,,,,,,,,,,False
2023,68,"""Jingle Bell Rock""",Bobby Helms,jingle bell rock,bobby helms,bobby helms,0KEo5qYPRI3hB7ZLFgk2e4,Jingle Bell Rock,Bobby Helms,Música Navideña en Inglés,compilation,2023-09-01,day,2,False,131125,1,2,USMC15746480,https://open.spotify.com/track/0KEo5qYPRI3hB7ZLFgk2e4,,,,,,,,,,,,,,False
2023,69,"""Princess Diana""",Ice Spice and Nicki Minaj,princess diana,ice spice and nicki minaj,ice spice and nicki minaj,0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),"Ice Spice, Nicki Minaj",Princess Diana (with Nicki Minaj),single,2023-04-14,day,68,True,172125,1,1,USUG12300211,https://open.spotify.com/track/0ZxhtATQ0a6EvQNZ0z6NKV,,,,,,,,,,,,,,False
2023,70,"""Tomorrow 2""",GloRilla and Cardi B,tomorrow 2,glorilla and cardi b,glorilla and cardi b,0WNfQxDGaPTl0yogcMR5v1,Tomorrow 2 (with Cardi B),"GloRilla, Cardi B","Anyways, Life’s Great…",single,2022-11-11,day,73,True,209811,1,3,USUM72217666,https://open.spotify.com/track/0WNfQxDGaPTl0yogcMR5v1,,,,,,,,,,,,,,False
2023,71,"""A Holly Jolly Christmas""",Burl Ives,a holly jolly christmas,burl ives,burl ives,00uA6Vw4WIXS0gJiBxjhQ0,A Holly Jolly Christmas,Burl Ives,Les classiques de Noël,compilation,2023-11-04,day,1,False,133839,1,30,USMC16414508,https://open.spotify.com/track/00uA6Vw4WIXS0gJiBxjhQ0,,,,,,,,,,,,,,False
